,propertyCode,price,operation,size,rooms,bathrooms,latitude,longitude,priceByArea,propertyType,floorNumeric
8,30923638,479900.0,sale,149.0,3,3,38.733596999999996,-9.1299414,3221.0,flat,5.0
10,30855196,598000.0,sale,198.0,4,3,38.759725599999996,-9.154668199999998,3020.0,flat,5.0
11,30789624,475000.0,sale,109.0,3,2,38.7162696,-9.1654218,4358.0,flat,3.0
14,30653891,239900.0,sale,65.0,3,1,38.7170309,-9.1387593,3691.0,flat,2.0
16,30398653,239900.0,sale,56.0,2,1,38.7226316,-9.131827900000001,4284.0,flat,2.0
17,31185373,270000.0,sale,64.0,1,1,38.7559715,-9.1412079,4219.0,flat,4.0
18,31185363,650000.0,sale,115.0,3,2,38.730672399999996,-9.1439009,5652.0,flat,6.0
19,31185102,300000.0,sale,82.0,1,2,38.740875,-9.1071586,3659.0,duplex,1.0
21,31178021,133000.0,sale,36.0,0,1,38.722938799999994,-9.1332917,3694.0,studio,0.0
22,31005504,580000.0,sale,112.0,2,2,38.7562521,-9.094814,5179.0,flat,2.0
24,31166736,149000.0,sale,24.0,1,1,38.7120465,-9.128706,6208.0,flat,1.0
25,31099140,329900.0,sale,42.0,1,1,38.730446,-9.1460981,7855.0,flat,6.0
26,31095658,350000.0,sale,106.0,2,2,38.715414200000005,-9.1318485,3302.0,flat,1.0
27,31094043,315000.0,sale,80.0,2,2,38.726774799999994,-9.1295226,3938.0,flat,1.0
28,31093087,520000.0,sale,145.0,4,1,38.732008799999996,-9.137638699999998,3586.0,flat,2.0
29,31093092,250000.0,sale,54.0,2,1,38.7198672,-9.142963400000001,4630.0,flat,0.0
30,31088686,212500.0,sale,120.0,4,2,38.7524431,-9.1217273,1771.0,flat,2.0
32,30169445,850000.0,sale,161.0,3,3,38.7362132,-9.146465800000001,5280.0,flat,2.0
33,30169446,750000.0,sale,147.0,2,2,38.7362132,-9.146465800000001,5102.0,flat,1.0
35,31066129,380000.0,sale,51.0,1,1,38.7076175,-9.143493699999999,7451.0,flat,2.0
36,31063376,300000.0,sale,110.0,3,1,38.744462899999995,-9.1564885,2727.0,flat,3.0
37,31058630,278000.0,sale,60.0,1,1,38.7453571,-9.1526753,4633.0,flat,2.0
1,31034923,349500.0,sale,101.0,3,2,38.724700799999994,-9.132536199999999,3460.0,flat,2.0
3,31016947,830000.0,sale,157.0,4,2,38.723240000000004,-9.1427425,5287.0,flat,1.0
5,30990548,315000.0,sale,56.0,1,1,38.726068,-9.1310439,5625.0,flat,3.0
6,30990547,575000.0,sale,101.0,2,2,38.726068,-9.1310439,5693.0,flat,3.0
7,30990526,530000.0,sale,101.0,2,2,38.726068,-9.1310439,5248.0,flat,1.0
8,30985395,240000.0,sale,59.0,1,1,38.7458914,-9.1413356,4068.0,flat,3.0
12,30936584,359000.0,sale,122.0,3,2,38.7236721,-9.1145168,2943.0,flat,5.0
13,30912194,740000.0,sale,186.0,3,3,38.766086,-9.152446699999999,3978.0,flat,1.0
16,30862981,910000.0,sale,182.0,3,4,38.7408372,-9.1429522,5000.0,flat,3.0
17,30850225,199950.0,sale,56.0,2,1,38.720712799999994,-9.1234903,3571.0,flat,0.0
18,30822850,435000.0,sale,109.0,2,1,38.74772120000001,-9.138879300000001,3991.0,flat,3.0
19,30802100,595000.0,sale,120.0,3,2,38.7072439,-9.1549829,4958.0,flat,1.0
22,30745834,325000.0,sale,100.0,2,2,38.7645914,-9.157312800000001,3250.0,flat,1.0
24,30735691,1025000.0,sale,166.0,3,2,38.718497799999994,-9.129596099999999,6175.0,flat,2.0
26,30720043,180000.0,sale,55.0,2,1,38.718378200000004,-9.1206219,3273.0,flat,1.0
27,30685002,350000.0,sale,73.0,1,1,38.7116015,-9.1503611,4795.0,flat,1.0
29,30616614,295000.0,sale,63.0,1,1,38.7279987,-9.135992300000002,4683.0,flat,1.0
30,30603417,479900.0,sale,111.0,3,3,38.7329862,-9.1300662,4323.0,flat,5.0
32,30504431,490000.0,sale,154.0,3,2,38.7280878,-9.1260419,3182.0,flat,3.0
34,30459918,649000.0,sale,212.0,4,2,38.7487617,-9.1423157,3061.0,duplex,7.0
35,29793028,250000.0,sale,45.0,1,1,38.7118492,-9.1506544,5556.0,flat,2.0
38,30374921,239900.0,sale,51.0,2,1,38.716975899999994,-9.1362166,4704.0,flat,2.0
39,30326784,325000.0,sale,111.0,4,1,38.722062,-9.1368152,2928.0,flat,3.0
1,30293202,1298000.0,sale,385.0,4,4,38.7283301,-9.157228,3371.0,flat,0.0
2,30274705,390000.0,sale,186.0,3,1,38.7276624,-9.1662036,2097.0,flat,0.0
3,30268434,550000.0,sale,48.0,1,1,38.7109568,-9.1402438,11458.0,flat,2.0
4,30192489,1198000.0,sale,319.0,9,3,38.723971500000005,-9.1528957,3755.0,flat,2.0
6,30139089,1150000.0,sale,237.0,4,3,38.73094129999999,-9.151243699999998,4852.0,flat,2.0
7,31167715,249000.0,sale,106.0,1,1,38.734209899999996,-9.126603900000001,2349.0,flat,1.0
9,31155894,329900.0,sale,43.0,1,1,38.7298314,-9.1475885,7672.0,flat,6.0
10,31154466,630000.0,sale,67.0,1,1,38.7575078,-9.1005205,9403.0,flat,21.0
12,31150195,389000.0,sale,93.0,4,2,38.7252472,-9.137559300000001,4183.0,flat,4.0
13,31150194,387000.0,sale,93.0,4,3,38.7206316,-9.1312279,4161.0,flat,3.0
14,31148424,290000.0,sale,95.0,3,2,38.7193765,-9.1728454,3053.0,duplex,1.0
15,31147621,364000.0,sale,100.0,3,2,38.720021700000004,-9.1204888,3640.0,flat,3.0
18,31130727,750000.0,sale,155.0,4,4,38.7289494,-9.149534599999999,4839.0,flat,5.0
21,31122545,998000.0,sale,225.0,3,3,38.744135,-9.1471837,4436.0,flat,5.0
22,31116286,329900.0,sale,52.0,1,1,38.7315381,-9.1496867,6344.0,flat,6.0
23,31187024,245000.0,sale,55.0,2,1,38.720475,-9.1288302,4455.0,flat,0.0
24,31184844,230000.0,sale,67.0,1,1,38.7213093,-9.1258097,3433.0,flat,0.0
25,31184670,140000.0,sale,35.0,2,1,38.73462429999999,-9.1298616,4000.0,flat,1.0
26,31181347,1600000.0,sale,167.0,2,3,38.722562100000005,-9.14963,9581.0,flat,5.0
27,31181047,135000.0,sale,50.0,2,1,38.7301957,-9.166070199999998,2700.0,flat,2.0
28,31180206,450000.0,sale,130.0,3,1,38.7334635,-9.1490844,3462.0,flat,4.0
29,31178209,750000.0,sale,209.0,4,2,38.7135052,-9.1635607,3589.0,flat,2.0
30,31178268,600000.0,sale,152.0,3,3,38.7633541,-9.1547558,3947.0,flat,1.0
32,31173023,249000.0,sale,43.0,1,1,38.7360573,-9.1292989,5791.0,flat,1.0
35,31114656,268000.0,sale,85.0,2,1,38.7167404,-9.1348974,3153.0,flat,3.0
36,31106315,2300000.0,sale,500.0,5,6,38.7388592,-9.1482446,4600.0,flat,11.0
37,31103564,395000.0,sale,140.0,4,2,38.726592499999995,-9.1306886,2821.0,flat,2.0
38,31101497,329900.0,sale,50.0,1,1,38.7309294,-9.1447057,6598.0,flat,6.0
39,31094415,390000.0,sale,100.0,2,1,38.7462877,-9.1518738,3900.0,flat,7.0
1,29990016,690000.0,sale,300.0,10,1,38.7211709,-9.134182199999998,2300.0,flat,2.0
2,29986389,425000.0,sale,110.0,3,2,38.712658700000006,-9.1364114,3864.0,flat,1.0
3,31079458,329900.0,sale,45.0,1,1,38.7292294,-9.145405699999998,7331.0,flat,6.0
4,31077243,329900.0,sale,45.0,1,1,38.735658799999996,-9.1384744,7331.0,flat,6.0
5,31077028,329900.0,sale,50.0,1,1,38.7307294,-9.145705699999999,6598.0,flat,6.0
6,31071702,395000.0,sale,88.0,2,3,38.717981,-9.1281345,4489.0,flat,1.0
7,31064169,800000.0,sale,163.0,3,3,38.7464738,-9.1000061,4908.0,flat,3.0
8,31061737,1250000.0,sale,237.0,2,3,38.709623,-9.146919800000001,5274.0,flat,0.0
9,31061641,526680.0,sale,113.0,2,2,38.7460738,-9.0996061,4661.0,flat,2.0
10,30926463,345000.0,sale,107.0,2,1,38.7510226,-9.1670211,3224.0,flat,2.0
11,31053976,990000.0,sale,245.0,6,3,38.7329601,-9.153024199999999,4041.0,flat,2.0
12,31053149,2486400.0,sale,519.0,6,6,38.741722100000004,-9.1576206,4791.0,flat,5.0
14,31041078,750000.0,sale,138.0,2,2,38.745844299999995,-9.149770199999999,5435.0,flat,1.0
15,31039935,1290000.0,sale,230.0,4,4,38.7576669,-9.096768699999998,5609.0,flat,1.0
16,31036652,750000.0,sale,163.0,3,2,38.74637379999999,-9.098806100000001,4601.0,flat,2.0
17,31036300,190000.0,sale,50.0,1,1,38.7336295,-9.135014,3800.0,flat,0.0
18,31036354,1450000.0,sale,173.0,4,4,38.7405132,-9.1461248,8382.0,flat,10.0
19,31036267,785000.0,sale,130.0,2,2,38.74321320000001,-9.1469248,6038.0,flat,1.0
21,31029093,228500.0,sale,75.0,2,1,38.727067299999995,-9.123401300000001,3047.0,flat,6.0
22,31026560,1400000.0,sale,197.0,3,4,38.7433132,-9.1477248,7107.0,flat,9.0
23,31025646,320000.0,sale,62.0,1,1,38.7676876,-9.1578829,5161.0,flat,7.0
24,31024947,370000.0,sale,55.0,1,1,38.7124922,-9.1382183,6727.0,flat,4.0
25,31024612,228500.0,sale,70.0,2,1,38.7284673,-9.1243013,3264.0,flat,6.0
26,31019403,359000.0,sale,137.0,2,2,38.7339972,-9.142165400000001,2620.0,flat,0.0
27,31011972,980000.0,sale,190.0,4,3,38.74024489999999,-9.135003900000001,5158.0,flat,3.0
28,31003634,595000.0,sale,155.0,3,2,38.707107,-9.156222099999999,3839.0,flat,1.0
29,30997650,519000.0,sale,134.0,3,3,38.7366,-9.1381759,3873.0,flat,2.0
30,30991191,228500.0,sale,70.0,2,1,38.728767299999994,-9.1270013,3264.0,flat,6.0
32,30925158,900000.0,sale,104.0,1,2,38.711926899999995,-9.1439746,8654.0,penthouse,5.0
33,30919364,2060000.0,sale,364.0,4,4,38.7201049,-9.118310800000001,5659.0,flat,1.0
34,30917874,840000.0,sale,145.0,3,3,38.72395529999999,-9.1461736,5793.0,penthouse,4.0
35,30913395,228500.0,sale,71.0,2,1,38.7290673,-9.1267013,3218.0,flat,6.0
36,30908096,990000.0,sale,114.0,2,3,38.7200951,-9.1478865,8684.0,flat,2.0
37,30903373,329000.0,sale,60.0,1,1,38.7131114,-9.1419031,5483.0,flat,1.0
38,30903243,228500.0,sale,70.0,2,1,38.726667299999995,-9.1246013,3264.0,flat,6.0
39,30899964,309000.0,sale,50.0,2,2,38.7109798,-9.1527588,6180.0,flat,1.0
0,30892611,225000.0,sale,60.0,3,1,38.7311216,-9.138201400000002,3750.0,flat,1.0
1,30890097,550000.0,sale,79.0,1,1,38.7223042,-9.1388582,6962.0,flat,2.0
2,30865066,240000.0,sale,49.0,1,1,38.7172892,-9.1382579,4898.0,flat,3.0
3,30510645,1695000.0,sale,350.0,5,5,38.717898600000005,-9.1318368,4843.0,flat,2.0
4,30853682,580000.0,sale,105.0,2,2,38.7232077,-9.154057400000001,5524.0,flat,1.0
5,30848117,239900.0,sale,60.0,2,1,38.7156882,-9.1379121,3998.0,flat,2.0
6,30834195,600000.0,sale,124.0,4,3,38.7128012,-9.1623614,4839.0,flat,2.0
7,30833843,499900.0,sale,148.0,3,3,38.729997,-9.1291414,3378.0,flat,5.0
9,30830681,690000.0,sale,120.0,3,3,38.7367756,-9.1516031,5750.0,flat,1.0
10,30818201,215000.0,sale,65.0,2,1,38.7194273,-9.133311500000001,3308.0,flat,4.0
11,30816618,190000.0,sale,48.0,1,1,38.708684000000005,-9.1501184,3958.0,flat,3.0
12,30791209,658000.0,sale,71.0,1,1,38.7162007,-9.1424829,9268.0,flat,3.0
13,30782189,309000.0,sale,48.0,2,2,38.708979799999994,-9.1539588,6438.0,flat,1.0
14,30756941,1750000.0,sale,265.0,5,4,38.756819,-9.0989664,6604.0,flat,13.0
15,30756659,280000.0,sale,41.0,1,1,38.7105815,-9.1461502,6829.0,duplex,1.0
16,30745322,1180000.0,sale,198.0,3,4,38.7447953,-9.1489065,5960.0,duplex,7.0
17,30745238,440000.0,sale,76.0,1,1,38.7456953,-9.1489065,5789.0,flat,3.0
18,30745131,435000.0,sale,69.0,1,1,38.741895299999996,-9.1460065,6304.0,flat,5.0
19,30744977,415000.0,sale,69.0,1,1,38.7455953,-9.1490065,6014.0,flat,3.0
21,30744795,340000.0,sale,62.0,1,1,38.7432953,-9.1489065,5484.0,flat,0.0
23,30679170,1390000.0,sale,300.0,3,3,38.744561299999994,-9.149973699999999,4633.0,flat,10.0
24,30676259,310000.0,sale,74.0,2,1,38.7248736,-9.1335194,4189.0,flat,1.0
25,30671635,425000.0,sale,69.0,1,1,38.7454435,-9.1453314,6159.0,flat,4.0
26,30665303,450000.0,sale,158.0,4,2,38.727954499999996,-9.1352475,2848.0,flat,2.0
27,30656944,850000.0,sale,150.0,4,4,38.731661100000004,-9.143778999999999,5667.0,flat,3.0
28,30656942,750000.0,sale,155.0,4,4,38.7290494,-9.146734599999998,4839.0,duplex,5.0
29,30633505,479900.0,sale,148.0,3,3,38.7301283,-9.1281451,3243.0,flat,5.0
30,30587737,853000.0,sale,160.0,1,2,38.7112696,-9.1502589,5331.0,duplex,1.0
32,30571668,820000.0,sale,175.0,3,3,38.7414675,-9.1468551,4686.0,flat,4.0
33,30566029,330000.0,sale,53.0,0,1,38.7053823,-9.1421359,6226.0,studio,4.0
34,30565945,540000.0,sale,100.0,2,2,38.7086823,-9.144735899999999,5400.0,flat,3.0
35,30504089,364000.0,sale,110.0,3,2,38.718340500000004,-9.1197028,3309.0,flat,3.0
36,30474825,349000.0,sale,58.0,1,1,38.7222722,-9.160881100000001,6017.0,flat,3.0
37,30469956,185000.0,sale,44.0,1,1,38.7255386,-9.135146699999998,4205.0,flat,0.0
39,30462114,395000.0,sale,53.0,1,1,38.719725200000006,-9.132836300000001,7453.0,penthouse,3.0
0,30461449,880000.0,sale,200.0,4,3,38.7448611,-9.1411434,4400.0,flat,1.0
1,30454141,175000.0,sale,60.0,1,1,38.71994829999999,-9.1690868,2917.0,flat,2.0
2,30427489,435000.0,sale,80.0,2,2,38.737427000000004,-9.1605939,5438.0,flat,3.0
4,30395211,244900.0,sale,55.0,2,1,38.7162769,-9.1367227,4453.0,flat,2.0
5,30365480,3150000.0,sale,530.0,5,5,38.716572,-9.1527299,5943.0,flat,1.0
6,29039593,2200000.0,sale,167.0,2,3,38.7231541,-9.1483481,13174.0,flat,2.0
8,30308002,285000.0,sale,88.0,2,1,38.7226294,-9.1554268,3239.0,flat,3.0
9,30249609,529900.0,sale,100.0,3,2,38.717481899999996,-9.165992,5299.0,flat,3.0
10,30144459,920000.0,sale,254.0,4,4,38.7399026,-9.1477715,3622.0,flat,10.0
11,30081654,482500.0,sale,87.0,2,3,38.720781,-9.1300345,5546.0,flat,2.0
12,30027062,1090000.0,sale,160.0,2,2,38.7224337,-9.161629699999999,6813.0,flat,7.0
13,29957823,675000.0,sale,129.0,3,2,38.7276148,-9.1433063,5233.0,flat,4.0
14,29568735,325000.0,sale,90.0,1,2,38.7317968,-9.1315993,3611.0,flat,3.0
15,31172041,210000.0,sale,33.0,0,1,38.721579399999996,-9.114740199999998,6364.0,studio,0.0
17,31165217,375000.0,sale,80.0,2,2,38.714832799999996,-9.1652224,4688.0,flat,3.0
18,31160897,300000.0,sale,55.0,2,1,38.733689700000006,-9.130431,5455.0,flat,1.0
19,31157480,550000.0,sale,95.0,2,1,38.712804600000005,-9.1402261,5789.0,flat,1.0
21,31145885,825000.0,sale,100.0,1,1,38.7185022,-9.152530300000002,8250.0,flat,9.0
24,31137962,1500000.0,sale,142.0,3,2,38.7095445,-9.1586591,10563.0,flat,3.0
26,31137579,892500.0,sale,208.0,3,4,38.72221079999999,-9.130254800000001,4291.0,flat,3.0
27,31137263,750000.0,sale,123.0,2,3,38.712727799999996,-9.145526199999999,6098.0,flat,4.0
28,31135515,785000.0,sale,144.0,3,2,38.72928579999999,-9.1449401,5451.0,flat,2.0
29,31128442,450000.0,sale,130.0,3,2,38.733334899999996,-9.1488343,3462.0,flat,5.0
30,31127650,1280500.0,sale,121.0,2,3,38.7146505,-9.1501304,10583.0,flat,3.0
32,31121572,1200000.0,sale,205.0,3,3,38.710306700000004,-9.1569411,5854.0,flat,4.0
33,31178274,550000.0,sale,97.0,2,2,38.707082299999996,-9.1436359,5670.0,flat,4.0
34,31178285,540000.0,sale,97.0,2,2,38.707082299999996,-9.1436359,5567.0,flat,3.0
35,30885617,299000.0,sale,103.0,2,2,38.7242628,-9.159563,2903.0,flat,0.0
36,30608258,260000.0,sale,44.0,1,1,38.7302333,-9.14948,5909.0,flat,2.0
38,31182533,1300000.0,sale,152.0,3,2,38.7059372,-9.1435456,8553.0,flat,5.0
39,31182420,260000.0,sale,70.0,1,1,38.7177213,-9.1681813,3714.0,flat,3.0
1,31138442,380000.0,sale,124.0,4,2,38.7638282,-9.122189599999999,3065.0,flat,1.0
3,31174234,329900.0,sale,42.0,1,1,38.7305294,-9.1463057,7855.0,flat,6.0
4,31071998,839000.0,sale,225.0,5,3,38.7402534,-9.132652499999999,3729.0,flat,1.0
5,31169805,585000.0,sale,103.0,3,2,38.737288899999996,-9.1511063,5680.0,flat,4.0
6,31132283,239900.0,sale,55.0,2,1,38.7158769,-9.1364227,4362.0,flat,2.0
7,31132284,479900.0,sale,148.0,3,3,38.732397,-9.1304414,3243.0,flat,5.0
8,31114543,725000.0,sale,150.0,4,3,38.732781,-9.141494,4833.0,flat,1.0
9,31113734,520000.0,sale,78.0,2,1,38.7298965,-9.142817599999999,6667.0,flat,2.0
10,31105627,190000.0,sale,80.0,3,1,38.760434100000005,-9.1164507,2375.0,flat,1.0
11,31101325,350000.0,sale,80.0,2,1,38.7233898,-9.116026300000001,4375.0,flat,7.0
