,propertyCode,price,operation,size,rooms,bathrooms,latitude,longitude,priceByArea,propertyType,floorNumeric
27,31135774,375000.0,sale,103.5,1,2,38.7420816,-9.1511455,3623.0,flat,0.0
28,31106516,770000.0,sale,180.0,4,3,38.713299299999996,-9.1563748,4278.0,flat,3.0
30,31170238,675000.0,sale,133.0,3,2,38.7161902,-9.1557972,5075.0,flat,3.0
36,31135474,575000.0,sale,165.0,4,1,38.713260999999996,-9.1306977,3485.0,flat,3.0
37,30286737,986000.0,sale,145.0,2,2,38.7284549,-9.1453235,6800.0,flat,0.0
38,30286691,1398000.0,sale,222.0,4,5,38.7284549,-9.1453235,6297.0,flat,1.0
1,30732765,645000.0,sale,197.0,3,2,38.73164379999999,-9.140275599999999,3274.0,flat,3.0
3,30587742,1900000.0,sale,266.0,4,4,38.725750299999994,-9.153851300000001,7143.0,flat,1.0
4,30269960,690000.0,sale,125.0,4,3,38.722784600000004,-9.132195900000001,5520.0,flat,2.0
5,31018136,395000.0,sale,79.0,2,1,38.717881,-9.1279345,5000.0,flat,1.0
8,30928341,185000.0,sale,40.0,1,1,38.7321643,-9.135413699999999,4625.0,flat,1.0
9,30893097,650000.0,sale,190.0,4,3,38.7387249,-9.137453500000001,3421.0,flat,0.0
10,30679719,190000.0,sale,39.0,0,1,38.7302294,-9.1330138,4872.0,studio,0.0
11,30403464,330000.0,sale,54.0,1,1,38.7109508,-9.1522725,6111.0,flat,2.0
12,30066336,1150000.0,sale,300.0,3,4,38.719769299999996,-9.1482919,3833.0,duplex,1.0
13,31187167,345000.0,sale,55.2,1,1,38.7192855,-9.135618699999998,6250.0,flat,4.0
16,31086075,1400000.0,sale,197.0,3,4,38.7420132,-9.147624800000001,7107.0,flat,9.0
18,31047504,760000.0,sale,123.0,2,2,38.7091044,-9.1510844,6179.0,flat,1.0
25,30151446,695000.0,sale,140.0,4,2,38.714867100000006,-9.1494391,4964.0,flat,4.0
26,30998036,580000.0,sale,91.0,2,3,38.7184063,-9.152288,6374.0,flat,1.0
28,31180401,660000.0,sale,80.0,1,2,38.707038,-9.148127,8250.0,flat,1.0
29,31180390,975500.0,sale,153.0,2,3,38.707038,-9.148127,6376.0,flat,1.0
30,31180389,975500.0,sale,154.0,2,3,38.707038,-9.148127,6334.0,flat,2.0
32,30185210,549000.0,sale,127.0,2,3,38.7199249,-9.1262806,4323.0,flat,1.0
33,30166406,850000.0,sale,162.0,3,3,38.7336115,-9.137229,5247.0,flat,2.0
34,30580356,1500000.0,sale,260.0,6,2,38.7094286,-9.1399323,5769.0,flat,3.0
35,29982887,350000.0,sale,43.0,0,1,38.73642,-9.1443651,8140.0,studio,1.0
36,29982869,355000.0,sale,50.0,0,1,38.73642,-9.1443651,7100.0,studio,1.0
37,29982898,350000.0,sale,43.0,0,1,38.73642,-9.1443651,8140.0,studio,3.0
38,29982883,350000.0,sale,45.0,0,1,38.73642,-9.1443651,7778.0,studio,1.0
39,29982868,350000.0,sale,45.0,0,1,38.73642,-9.1443651,7778.0,studio,3.0
0,30936209,798000.0,sale,135.0,4,2,38.711155299999994,-9.1560138,5911.0,flat,1.0
1,30907655,599000.0,sale,195.0,3,2,38.733443799999996,-9.1392756,3072.0,flat,3.0
2,30660198,249000.0,sale,90.0,1,1,38.721084499999996,-9.139039,2767.0,flat,-1.0
3,30425589,248000.0,sale,47.15,1,1,38.7198403,-9.1385663,5260.0,flat,3.0
4,30096126,248000.0,sale,41.0,1,1,38.7221774,-9.138673800000001,6049.0,flat,3.0
5,29057735,580000.0,sale,127.0,3,2,38.7346711,-9.128630099999999,4567.0,flat,0.0
6,31121957,385000.0,sale,70.0,2,1,38.7069925,-9.143850099999998,5500.0,flat,4.0
8,31187203,248000.0,sale,51.0,1,1,38.7415135,-9.1761243,4863.0,flat,7.0
11,31175805,595000.0,sale,99.0,2,3,38.7188915,-9.121243699999999,6010.0,flat,1.0
12,30845938,285000.0,sale,78.0,2,1,38.713658,-9.124355,3654.0,flat,2.0
14,30310374,375000.0,sale,61.0,1,1,38.735743,-9.145707000000002,6148.0,flat,6.0
16,30504912,355000.0,sale,75.0,2,2,38.7194151,-9.1382829,4733.0,duplex,4.0
17,31187225,452000.0,sale,66.0,1,1,38.7428396,-9.1446946,6848.0,flat,3.0
18,31186935,2200000.0,sale,238.0,3,4,38.7172642,-9.1609667,9244.0,flat,1.0
25,30805257,850000.0,sale,240.0,5,2,38.7419731,-9.1312921,3542.0,flat,1.0
26,31187546,1200000.0,sale,162.0,3,3,38.7564711,-9.1678962,7407.0,flat,11.0
28,31187412,379000.0,sale,31.0,0,1,38.716015500000005,-9.143708199999999,12226.0,studio,1.0
29,31186820,510000.0,sale,100.0,2,2,38.7171571,-9.161124800000001,5100.0,flat,4.0
30,31185487,750000.0,sale,180.0,3,1,38.7203364,-9.136298599999998,4167.0,flat,1.0
32,31002720,850000.0,sale,103.0,2,1,38.7120123,-9.137932699999999,8252.0,flat,5.0
33,30926893,730000.0,sale,98.0,3,2,38.7150295,-9.1507571,7449.0,flat,3.0
34,30790351,1820000.0,sale,358.0,3,3,38.718473200000005,-9.1604297,5084.0,flat,5.0
35,30773827,660000.0,sale,81.0,2,1,38.708959,-9.1460826,8148.0,flat,2.0
36,30569749,986000.0,sale,145.0,3,2,38.708257,-9.144211300000002,6800.0,flat,3.0
37,30421414,448000.0,sale,78.0,2,2,38.7107013,-9.1485082,5744.0,flat,2.0
38,28094808,420000.0,sale,124.0,2,1,38.7223045,-9.140469900000001,3387.0,flat,0.0
39,28094829,249000.0,sale,50.0,1,1,38.7222045,-9.137369900000001,4980.0,flat,4.0
0,28094828,210000.0,sale,42.0,0,1,38.7223045,-9.1369699,5000.0,studio,4.0
1,30643797,790000.0,sale,170.0,4,2,38.7616881,-9.161685400000001,4647.0,flat,5.0
4,30931714,185000.0,sale,50.0,1,1,38.7358875,-9.1280985,3700.0,flat,2.0
6,30287911,470000.0,sale,101.0,1,2,38.7144245,-9.1641239,4653.0,flat,4.0
7,30258470,267500.0,sale,43.0,1,1,38.7139247,-9.1331087,6221.0,flat,1.0
8,30258467,267500.0,sale,40.0,1,1,38.716024700000006,-9.1337087,6688.0,flat,2.0
11,30665442,626000.0,sale,135.0,8,2,38.706395,-9.153657,4637.0,flat,3.0
12,30247992,2400000.0,sale,825.0,6,6,38.75455,-9.0982929,2909.0,flat,4.0
14,30806806,568000.0,sale,63.0,1,1,38.7206658,-9.1430398,9016.0,flat,2.0
15,31187614,780000.0,sale,137.0,2,2,38.72534829999999,-9.1467657,5693.0,flat,1.0
17,31187442,149000.0,sale,24.0,1,1,38.711214899999995,-9.129838699999999,6208.0,flat,0.0
23,29807401,1000000.0,sale,110.0,2,2,38.705595,-9.151257000000001,9091.0,flat,3.0
26,30730691,330000.0,sale,95.0,3,1,38.720658,-9.122366,3474.0,flat,3.0
27,30583751,148000.0,sale,40.0,2,1,38.7173555,-9.1346243,3700.0,flat,2.0
28,30539969,900000.0,sale,166.75,4,4,38.736129600000005,-9.156309199999999,5397.0,flat,3.0
34,31187234,1250000.0,sale,200.0,3,4,38.74654,-9.10362,6250.0,flat,2.0
35,31178671,295000.0,sale,88.0,2,1,38.718404299999996,-9.1207525,3352.0,flat,1.0
36,31186791,395000.0,sale,115.0,4,2,38.7192758,-9.126693199999998,3435.0,flat,3.0
37,31184905,750000.0,sale,160.0,5,3,38.722194200000004,-9.1370429,4688.0,flat,2.0
38,31187015,230000.0,sale,74.0,2,1,38.7239615,-9.1291827,3108.0,flat,4.0
39,31185255,1225000.0,sale,171.0,2,2,38.708420000000004,-9.139846400000001,7164.0,duplex,6.0
1,31185610,1250000.0,sale,150.0,3,3,38.7235717,-9.161986,8333.0,flat,7.0
2,31185609,1370000.0,sale,203.0,3,3,38.7226717,-9.162986,6749.0,flat,7.0
3,31185608,1315000.0,sale,219.0,3,3,38.7243717,-9.163386000000001,6005.0,flat,6.0
4,31185584,1295000.0,sale,211.0,3,3,38.723871700000004,-9.163686,6137.0,flat,6.0
16,31062685,255000.0,sale,85.0,3,2,38.7603886,-9.107319699999998,3000.0,flat,1.0
17,31178340,237500.0,sale,47.0,1,1,38.7479173,-9.1688492,5053.0,flat,2.0
18,31186608,812000.0,sale,117.0,2,2,38.711394,-9.162214,6940.0,flat,2.0
21,31182088,650000.0,sale,190.0,4,3,38.7369208,-9.1358564,3421.0,flat,0.0
23,31177043,135000.0,sale,48.0,2,1,38.727062700000005,-9.1638706,2813.0,flat,2.0
25,31163152,229900.0,sale,75.0,2,1,38.7618482,-9.1099186,3065.0,flat,3.0
26,30133321,840000.0,sale,133.0,3,3,38.72552460000001,-9.1477308,6316.0,flat,3.0
27,30345874,369000.0,sale,100.0,1,2,38.7270239,-9.1332824,3690.0,flat,4.0
28,28561991,1390000.0,sale,300.0,3,4,38.733179299999996,-9.1484107,4633.0,flat,9.0
29,31187399,1400000.0,sale,245.0,3,4,38.7406162,-9.1464894,5714.0,flat,9.0
30,31185607,735000.0,sale,92.0,2,2,38.7230717,-9.163586,7989.0,flat,1.0
32,31185590,525000.0,sale,63.0,1,1,38.7232717,-9.161986,8333.0,flat,4.0
33,31185589,500000.0,sale,67.0,1,1,38.7240717,-9.164386,7463.0,flat,1.0
36,31173794,560000.0,sale,75.0,1,1,38.7207297,-9.1445108,7467.0,flat,1.0
37,31173810,1180000.0,sale,163.0,3,3,38.7188297,-9.142810800000001,7239.0,flat,3.0
38,31173805,1080000.0,sale,160.0,3,3,38.717029700000005,-9.142010800000001,6750.0,flat,1.0
39,31173831,1130000.0,sale,157.0,3,3,38.720229700000004,-9.1453108,7197.0,flat,2.0
0,31173834,1230000.0,sale,147.0,3,3,38.7197297,-9.1424108,8367.0,flat,4.0
1,31173816,575000.0,sale,70.0,1,1,38.7203297,-9.1445108,8214.0,flat,2.0
2,31173832,500000.0,sale,60.0,0,1,38.7178297,-9.1447108,8333.0,studio,3.0
9,31174209,620000.0,sale,102.0,3,2,38.7090593,-9.1363446,6078.0,flat,3.0
10,31173128,750000.0,sale,186.0,3,3,38.7164186,-9.158467199999999,4032.0,flat,3.0
11,31172657,440000.0,sale,115.0,3,2,38.7445536,-9.1424588,3826.0,flat,1.0
12,31112885,615500.0,sale,80.0,1,2,38.707038,-9.148127,7694.0,flat,2.0
13,31176311,220000.0,sale,56.0,2,1,38.7410392,-9.155647199999999,3929.0,flat,1.0
14,31179960,285000.0,sale,75.0,2,1,38.726075099999996,-9.166338900000001,3800.0,flat,1.0
15,31179883,870000.0,sale,177.0,5,2,38.7365671,-9.1514885,4915.0,flat,6.0
16,31185164,315000.0,sale,54.0,1,1,38.7201606,-9.1425879,5833.0,flat,2.0
17,31184940,290000.0,sale,80.0,2,1,38.72338370000001,-9.1302662,3625.0,flat,4.0
18,31106482,1145000.0,sale,143.0,2,2,38.7103773,-9.141208099999998,8007.0,flat,4.0
19,30984914,698000.0,sale,121.0,3,2,38.751333100000004,-9.1737635,5769.0,flat,7.0
23,28965669,400000.0,sale,100.0,2,2,38.7477547,-9.1677534,4000.0,flat,2.0
24,30458299,360000.0,sale,60.0,1,1,38.712076399999994,-9.125066,6000.0,flat,1.0
25,30228324,245000.0,sale,54.0,2,1,38.71237120000001,-9.1255245,4537.0,flat,2.0
28,31174827,168000.0,sale,40.0,1,1,38.7229273,-9.144068800000001,4200.0,flat,4.0
30,30745659,690000.0,sale,120.0,3,2,38.7347756,-9.1526031,5750.0,flat,1.0
32,31177136,479900.0,sale,148.0,3,3,38.7308782,-9.1305531,3243.0,flat,5.0
33,31177093,239900.0,sale,60.0,2,1,38.7150309,-9.136659300000002,3998.0,flat,2.0
34,31177109,620000.0,sale,160.0,3,2,38.7175273,-9.163915800000002,3875.0,flat,0.0
35,31176415,249000.0,sale,45.0,1,1,38.7364905,-9.1278609,5533.0,flat,1.0
36,31176359,490000.0,sale,90.0,2,1,38.7126403,-9.160893699999999,5444.0,flat,3.0
37,31174412,329900.0,sale,50.0,1,1,38.7297314,-9.1495885,6598.0,flat,6.0
38,31169894,149000.0,sale,24.0,1,1,38.7114976,-9.1319235,6208.0,flat,1.0
0,28886331,1225000.0,sale,201.25,2,2,38.7100843,-9.1398079,6087.0,flat,6.0
1,30351916,239900.0,sale,55.0,2,1,38.714476899999994,-9.1363227,4362.0,flat,2.0
2,28886330,1170000.0,sale,193.2,2,2,38.7081843,-9.1371079,6056.0,flat,6.0
5,31185403,560000.0,sale,115.0,3,2,38.7406044,-9.1392984,4870.0,flat,1.0
6,31175936,329900.0,sale,42.0,1,1,38.7327756,-9.1494839,7855.0,flat,6.0
7,31171152,420000.0,sale,84.0,2,1,38.7581811,-9.0986068,5000.0,flat,2.0
8,31170799,479000.0,sale,148.0,3,3,38.7340446,-9.131367,3236.0,flat,5.0
15,31185248,320000.0,sale,74.0,1,1,38.726755499999996,-9.1615291,4324.0,flat,3.0
16,31185238,510000.0,sale,115.0,2,1,38.7255017,-9.145018499999999,4435.0,flat,2.0
17,31185103,335000.0,sale,45.0,0,1,38.7242914,-9.1542256,7444.0,studio,4.0
18,31184907,430000.0,sale,108.0,3,2,38.7287287,-9.137452900000001,3981.0,flat,2.0
19,31184906,580000.0,sale,84.0,2,1,38.7141966,-9.135748300000001,6905.0,flat,6.0
22,31182214,299000.0,sale,63.0,2,1,38.726456,-9.144667,4746.0,flat,1.0
23,31177595,240000.0,sale,100.0,3,2,38.7599599,-9.1103402,2400.0,flat,3.0
25,31169756,1400000.0,sale,200.0,3,3,38.710808,-9.1409888,7000.0,flat,1.0
26,31072898,715000.0,sale,104.0,2,2,38.734029799999995,-9.1437715,6875.0,flat,1.0
27,30922218,479900.0,sale,155.0,3,3,38.7319782,-9.1292531,3096.0,flat,5.0
29,30828915,400000.0,sale,87.0,4,1,38.7195921,-9.1335674,4598.0,flat,3.0
32,30589107,479900.0,sale,148.0,3,3,38.731797,-9.1292414,3243.0,flat,5.0
34,31132164,315000.0,sale,75.0,1,1,38.737078499999996,-9.132143199999998,4200.0,flat,0.0
37,31181376,250000.0,sale,60.0,1,1,38.7181261,-9.160131100000001,4167.0,flat,1.0
38,31179903,285000.0,sale,75.0,2,1,38.7261751,-9.1650389,3800.0,flat,1.0
0,31157613,1400000.0,sale,198.0,4,4,38.738349400000004,-9.144663000000001,7071.0,flat,2.0
1,31156961,418000.0,sale,143.0,3,2,38.7421706,-9.128625,2923.0,flat,2.0
2,31149179,295000.0,sale,80.0,2,1,38.71918170000001,-9.1216896,3688.0,flat,3.0
3,31137937,270000.0,sale,55.2,1,1,38.7658897,-9.1534005,4891.0,flat,3.0
4,31137284,690000.0,sale,156.0,3,3,38.741634999999995,-9.1346207,4423.0,flat,4.0
6,30925901,580000.0,sale,140.0,4,3,38.726852,-9.1435286,4143.0,flat,4.0
7,31185496,189000.0,sale,38.0,1,1,38.7103383,-9.163051800000002,4974.0,flat,2.0
8,31185244,1170000.0,sale,152.0,2,2,38.71112,-9.137546400000002,7697.0,duplex,6.0
9,31185252,249000.0,sale,106.0,1,1,38.7359419,-9.1279254,2349.0,flat,1.0
10,31182520,1190000.0,sale,237.0,2,3,38.713190600000004,-9.144057199999999,5021.0,flat,2.0
13,30934861,479900.0,sale,148.0,3,3,38.7319782,-9.1292531,3243.0,flat,5.0
14,30884892,315000.0,sale,76.0,3,1,38.744710999999995,-9.155174699999998,4145.0,flat,5.0
16,30857170,229000.0,sale,65.0,1,1,38.7265253,-9.1197795,3523.0,flat,0.0
17,30680050,225000.0,sale,60.0,1,1,38.709280299999996,-9.152527599999999,3750.0,flat,2.0
19,31182809,470000.0,sale,58.0,1,1,38.7409132,-9.1470248,8103.0,flat,5.0
21,31153488,239900.0,sale,55.0,2,1,38.717076899999995,-9.1359227,4362.0,flat,2.0
26,31184745,686000.0,sale,154.0,3,3,38.725419099999996,-9.1418552,4455.0,duplex,4.0
30,31181398,150000.0,sale,38.0,1,1,38.7224766,-9.1155988,3947.0,flat,1.0
32,31156216,335000.0,sale,70.0,2,1,38.7186143,-9.171239,4786.0,flat,2.0
35,31177394,263000.0,sale,54.0,0,1,38.746960200000004,-9.1554705,4870.0,studio,7.0
36,31177405,525000.0,sale,115.0,3,2,38.742978,-9.141003999999999,4565.0,flat,4.0
38,30952883,1005000.0,sale,152.0,3,3,38.730996399999995,-9.1415538,6612.0,flat,6.0
39,31175527,830000.0,sale,125.0,3,3,38.7515689,-9.148674900000001,6640.0,flat,1.0
0,31174186,550000.0,sale,62.0,0,1,38.7080184,-9.141805499999998,8871.0,studio,5.0
1,31174185,680000.0,sale,95.0,2,2,38.7080184,-9.141805499999998,7158.0,flat,5.0
3,31171547,420000.0,sale,66.0,2,1,38.7314139,-9.1466411,6364.0,flat,3.0
4,31171471,395000.0,sale,104.0,2,3,38.722311600000005,-9.1289425,3798.0,flat,-1.0
5,31169966,269000.0,sale,70.0,0,1,38.7442184,-9.151060000000001,3843.0,studio,3.0
6,31169046,498000.0,sale,100.0,3,2,38.7198899,-9.1420307,4980.0,flat,3.0
7,31089416,479900.0,sale,148.0,3,3,38.7304782,-9.1299531,3243.0,flat,5.0
9,31092645,239900.0,sale,55.0,2,1,38.714749499999996,-9.136223699999999,4362.0,flat,2.0
10,31091653,640000.0,sale,149.5,5,2,38.745218,-9.140446,4281.0,flat,5.0
11,31069604,1150000.0,sale,275.0,3,4,38.73063870000001,-9.140709,4182.0,flat,2.0
12,31034011,239900.0,sale,70.0,2,1,38.7169486,-9.1364958,3427.0,flat,2.0
13,31033058,4200000.0,sale,422.0,4,5,38.7051853,-9.1494219,9953.0,penthouse,5.0
14,31026304,575000.0,sale,183.0,3,2,38.7598008,-9.1626064,3142.0,flat,3.0
17,30949103,239900.0,sale,55.0,2,1,38.7170309,-9.139759300000001,4362.0,flat,2.0
18,30928612,479900.0,sale,148.0,3,2,38.7334782,-9.1276531,3243.0,flat,5.0
19,30923142,479900.0,sale,148.0,3,3,38.7337782,-9.130953100000001,3243.0,flat,5.0
21,30840949,239900.0,sale,55.0,2,1,38.7140048,-9.139430099999998,4362.0,flat,2.0
22,30813344,479900.0,sale,105.0,3,3,38.733578200000004,-9.1273531,4570.0,flat,5.0
23,30797705,1495000.0,sale,255.0,4,5,38.719157700000004,-9.1517436,5863.0,flat,5.0
24,30791703,239900.0,sale,65.0,2,1,38.7141309,-9.1372593,3691.0,flat,2.0
25,30985191,335000.0,sale,65.0,2,1,38.7377938,-9.1634012,5154.0,flat,4.0
27,30726759,580000.0,sale,94.0,2,2,38.7148615,-9.151503199999999,6170.0,flat,1.0
28,30680393,260000.0,sale,70.0,1,1,38.721118100000005,-9.1711291,3714.0,flat,3.0
29,29935596,865000.0,sale,256.0,8,2,38.723662700000006,-9.1526183,3379.0,flat,4.0
30,30629890,479900.0,sale,148.0,3,2,38.733378200000004,-9.1308531,3243.0,flat,5.0
35,31182005,750000.0,sale,140.0,2,2,38.7155282,-9.152719,5357.0,flat,1.0
38,31165556,185000.0,sale,95.0,2,1,38.720611700000006,-9.170015,1947.0,flat,1.0
39,31160502,249000.0,sale,100.0,1,1,38.7350482,-9.128707,2490.0,flat,1.0
0,31160474,149000.0,sale,24.0,1,1,38.7122149,-9.128938699999999,6208.0,flat,1.0
1,30328170,475000.0,sale,115.0,3,2,38.7462842,-9.1319962,4130.0,flat,7.0
5,31116176,294500.0,sale,105.0,3,1,38.7339968,-9.1355091,2805.0,flat,4.0
8,31185456,530000.0,sale,64.0,1,1,38.7226717,-9.164186,8281.0,flat,4.0
9,31185446,525000.0,sale,63.0,1,1,38.7243717,-9.164386,8333.0,flat,4.0
10,31180967,295000.0,sale,110.0,3,1,38.733343700000006,-9.1337046,2682.0,flat,4.0
11,31177809,240000.0,sale,50.0,1,1,38.7161892,-9.1370579,4800.0,flat,3.0
12,31177766,335000.0,sale,40.0,0,1,38.7244914,-9.1543256,8375.0,studio,3.0
13,31177749,647000.0,sale,150.0,3,1,38.7357285,-9.1548491,4313.0,flat,0.0
14,31177436,1100000.0,sale,208.0,3,2,38.727067299999995,-9.155324,5288.0,penthouse,7.0
15,31172920,185000.0,sale,40.0,1,1,38.7324643,-9.1367137,4625.0,flat,1.0
18,31092552,710000.0,sale,143.0,3,2,38.7198326,-9.1328698,4965.0,flat,1.0
22,31044817,990000.0,sale,141.0,8,8,38.7164234,-9.1443705,7021.0,flat,3.0
23,30913631,479900.0,sale,150.0,3,3,38.7304782,-9.1296531,3199.0,flat,5.0
24,31011217,2200000.0,sale,352.0,3,4,38.71404879999999,-9.163024400000001,6250.0,flat,1.0
25,30929322,280000.0,sale,74.0,2,2,38.7250704,-9.1269179,3784.0,flat,3.0
27,30896457,319000.0,sale,90.0,2,2,38.7245768,-9.1157907,3544.0,flat,1.0
29,30859902,309000.0,sale,48.0,2,2,38.7109798,-9.1520588,6438.0,flat,1.0
30,30820156,975000.0,sale,151.0,3,2,38.7277219,-9.1458945,6457.0,flat,1.0
32,30818049,815000.0,sale,115.0,2,2,38.7277219,-9.1458945,7087.0,flat,3.0
33,30818062,1060000.0,sale,155.0,3,2,38.7277219,-9.1458945,6839.0,flat,6.0
34,30817405,1100000.0,sale,161.0,3,2,38.7277219,-9.1458945,6832.0,flat,6.0
35,30817594,780000.0,sale,115.0,2,2,38.727874,-9.1456151,6783.0,flat,1.0
38,30817757,795000.0,sale,115.0,2,2,38.7277219,-9.1458945,6913.0,flat,2.0
0,30602623,400000.0,sale,70.0,1,1,38.7371104,-9.1512916,5714.0,flat,1.0
3,31184812,218000.0,sale,61.0,2,1,38.7314115,-9.1283289,3574.0,flat,1.0
4,31182266,635000.0,sale,184.0,4,3,38.749565600000004,-9.172875999999999,3451.0,flat,6.0
5,31165021,239900.0,sale,55.0,2,1,38.716876899999995,-9.1373227,4362.0,flat,2.0
6,31161638,249000.0,sale,106.0,1,1,38.7255582,-9.1269295,2349.0,flat,1.0
7,31159441,565000.0,sale,73.0,2,2,38.7341387,-9.142909,7740.0,flat,5.0
8,31159439,1050000.0,sale,187.0,3,4,38.731438700000005,-9.141009,5615.0,flat,6.0
9,31159398,660000.0,sale,86.0,2,2,38.7315387,-9.144209,7674.0,flat,9.0
10,31158954,149000.0,sale,24.0,1,1,38.7102149,-9.1273387,6208.0,flat,1.0
11,31158233,249000.0,sale,68.0,1,1,38.735548200000004,-9.129007000000001,3662.0,flat,1.0
12,31157391,329900.0,sale,42.0,1,1,38.7318294,-9.146805699999998,7855.0,flat,6.0
13,31155858,610000.0,sale,74.0,2,2,38.732938700000005,-9.143809,8243.0,flat,9.0
14,31155711,625000.0,sale,81.0,2,2,38.734438700000005,-9.142309,7716.0,flat,9.0
15,31155755,890000.0,sale,187.0,3,4,38.734238700000006,-9.143309,4759.0,flat,5.0
16,31155590,870000.0,sale,187.0,3,4,38.7307387,-9.143009,4652.0,flat,4.0
17,31153244,585000.0,sale,103.0,3,2,38.73528889999999,-9.152806300000002,5680.0,flat,4.0
18,31151179,479900.0,sale,148.0,3,2,38.733297,-9.130141400000001,3243.0,flat,5.0
19,31145755,635000.0,sale,150.0,2,2,38.753063299999994,-9.0932105,4233.0,flat,2.0
21,31130893,590000.0,sale,135.0,3,2,38.7177365,-9.1327237,4370.0,flat,0.0
22,31129653,575000.0,sale,73.0,2,2,38.731038700000006,-9.141809,7877.0,flat,6.0
23,31118839,359000.0,sale,100.0,3,1,38.7239765,-9.131367,3590.0,flat,3.0
24,31118814,318000.0,sale,76.0,3,1,38.7482561,-9.1377889,4184.0,flat,1.0
25,31116916,329900.0,sale,60.0,1,1,38.731429399999996,-9.146905699999998,5498.0,flat,6.0
26,31187482,990000.0,sale,204.0,5,4,38.743689200000006,-9.1318619,4853.0,flat,13.0
27,31180633,320000.0,sale,84.0,3,2,38.745504,-9.174702,3810.0,flat,2.0
29,31178555,400000.0,sale,67.0,1,1,38.7222941,-9.1423325,5970.0,flat,2.0
30,31175836,470000.0,sale,74.0,1,1,38.738098,-9.145780300000002,6351.0,flat,3.0
32,31172776,239000.0,sale,70.0,2,1,38.7436166,-9.135769999999999,3414.0,flat,2.0
33,31170667,247500.0,sale,70.0,2,1,38.7209396,-9.1210819,3536.0,flat,2.0
37,31075854,1300000.0,sale,270.0,4,5,38.7276603,-9.1489712,4815.0,flat,6.0
38,31064097,725000.0,sale,177.0,4,3,38.7513902,-9.1712673,4096.0,flat,7.0
1,31080596,940000.0,sale,168.0,4,2,38.71337929999999,-9.1522019,5595.0,flat,3.0
2,30844264,340000.0,sale,47.0,0,1,38.736098,-9.146780300000001,7234.0,studio,4.0
3,31177192,192500.0,sale,35.0,1,1,38.7444367,-9.1677914,5500.0,flat,0.0
4,31068540,750000.0,sale,116.0,2,1,38.7093039,-9.129893899999999,6466.0,flat,3.0
5,30886896,1250000.0,sale,249.0,5,3,38.738256799999995,-9.1460224,5020.0,flat,7.0
6,30535922,267500.0,sale,40.0,1,1,38.7095782,-9.149679800000001,6688.0,flat,1.0
7,30443178,195000.0,sale,60.0,2,1,38.7310891,-9.115068800000001,3250.0,flat,0.0
9,31154202,245000.0,sale,54.0,2,1,38.7161494,-9.1292962,4537.0,flat,0.0
10,31147368,505000.0,sale,120.0,2,3,38.730261999999996,-9.1398146,4208.0,flat,3.0
14,30919739,450000.0,sale,72.0,2,1,38.7280815,-9.1464398,6250.0,flat,1.0
15,30913878,730000.0,sale,121.9,2,2,38.737934,-9.150488900000001,5989.0,flat,7.0
17,30770727,599000.0,sale,195.0,3,2,38.7301304,-9.137918800000001,3072.0,flat,3.0
18,30726515,560000.0,sale,157.0,2,2,38.73716339999999,-9.133044300000002,3567.0,flat,4.0
19,30722270,420000.0,sale,138.0,2,2,38.7592733,-9.1392735,3043.0,flat,4.0
21,30664667,790000.0,sale,208.0,4,3,38.7640881,-9.162585400000001,3798.0,flat,5.0
22,30587575,265000.0,sale,72.0,2,1,38.7224456,-9.1461851,3681.0,flat,4.0
23,30458184,280000.0,sale,46.0,1,1,38.7113761,-9.148377,6087.0,flat,5.0
25,30413327,750000.0,sale,155.0,4,4,38.7283494,-9.149634599999999,4839.0,duplex,5.0
26,30378569,270700.0,sale,61.0,1,1,38.732935600000005,-9.131838199999999,4438.0,flat,4.0
28,30166405,860000.0,sale,162.0,3,3,38.7336115,-9.137229,5309.0,flat,4.0
29,30219354,750000.0,sale,147.0,2,3,38.7336115,-9.137229,5102.0,flat,1.0
30,29982403,425000.0,sale,74.0,1,1,38.7336115,-9.137229,5743.0,flat,2.0
32,31176947,1010000.0,sale,124.0,3,4,38.740039700000004,-9.1636954,8145.0,flat,6.0
33,31114595,585000.0,sale,103.0,3,2,38.7339728,-9.1502704,5680.0,flat,4.0
34,31030871,1850000.0,sale,150.0,2,3,38.721902899999996,-9.1486894,12333.0,flat,2.0
36,30941869,199900.0,sale,81.0,3,1,38.7544982,-9.1173845,2468.0,flat,1.0
38,30789820,890000.0,sale,145.0,3,3,38.7226001,-9.155844300000002,6138.0,flat,1.0
39,31137934,685000.0,sale,121.0,2,3,38.7190773,-9.131836,5661.0,duplex,2.0
0,31053097,239900.0,sale,70.0,2,1,38.7162309,-9.1363593,3427.0,flat,2.0
1,31043293,680000.0,sale,166.0,3,2,38.7200586,-9.167429199999999,4096.0,flat,4.0
2,31034305,299900.0,sale,90.0,2,1,38.7210545,-9.1212732,3332.0,flat,1.0
3,31007610,430000.0,sale,90.0,2,3,38.7232895,-9.1284451,4778.0,flat,2.0
4,30974611,479900.0,sale,148.0,3,4,38.727758200000004,-9.1292295,3243.0,flat,5.0
5,30957221,359000.0,sale,121.0,1,1,38.740069500000004,-9.1575354,2967.0,flat,4.0
6,30921698,275000.0,sale,90.0,3,1,38.7253244,-9.1457198,3056.0,flat,4.0
7,30925556,479900.0,sale,148.0,3,3,38.7304446,-9.131867,3243.0,flat,5.0
